date,site,variable,data
2011-11-01,Mtwara,tmin,22.6
2011-12-01,Mtwara,tmin,23.8
2012-01-01,Mtwara,tmin,23.6
2012-02-01,Mtwara,tmin,23.8
2012-03-01,Mtwara,tmin,22.6
2012-04-01,Mtwara,tmin,22.2
2012-05-01,Mtwara,tmin,20.8
2012-06-01,Mtwara,tmin,20
2012-07-01,Mtwara,tmin,18.5
2012-08-01,Mtwara,tmin,18.3
2012-09-01,Mtwara,tmin,18.3
2012-10-01,Mtwara,tmin,20
2012-11-01,Mtwara,tmin,21.5
2012-12-01,Mtwara,tmin,22.8
2013-01-01,Mtwara,tmin,23.5
2013-02-01,Mtwara,tmin,23
2013-03-01,Mtwara,tmin,22.9
2013-04-01,Mtwara,tmin,22.2
2013-05-01,Mtwara,tmin,20.9
2013-06-01,Mtwara,tmin,18.9
2013-07-01,Mtwara,tmin,18.7
2013-08-01,Mtwara,tmin,17.9
2013-09-01,Mtwara,tmin,18.8
2013-10-01,Mtwara,tmin,19.9
2013-11-01,Mtwara,tmin,21.7
2013-12-01,Mtwara,tmin,22.8
2014-01-01,Mtwara,tmin,23.1
2014-02-01,Mtwara,tmin,22.7
2014-03-01,Mtwara,tmin,22.8
2014-04-01,Mtwara,tmin,22.1
2014-05-01,Mtwara,tmin,21.1
2014-06-01,Mtwara,tmin,19.7
2014-07-01,Mtwara,tmin,18.8
2014-08-01,Mtwara,tmin,19.3
2014-09-01,Mtwara,tmin,19.1
2014-10-01,Mtwara,tmin,20.8
2014-11-01,Mtwara,tmin,21.7
2014-12-01,Mtwara,tmin,23.3
2015-01-01,Mtwara,tmin,23.7
2015-02-01,Mtwara,tmin,23.7
2015-03-01,Mtwara,tmin,22.9
2015-04-01,Mtwara,tmin,22.4
2015-05-01,Mtwara,tmin,21.1
2015-06-01,Mtwara,tmin,19.5
2015-07-01,Mtwara,tmin,18.9
2015-08-01,Mtwara,tmin,18.7
2015-09-01,Mtwara,tmin,18.9
2015-10-01,Mtwara,tmin,21
2015-11-01,Mtwara,tmin,22.9
2015-12-01,Mtwara,tmin,24.5
2016-01-01,Mtwara,tmin,24
2016-02-01,Mtwara,tmin,23.7
2016-03-01,Mtwara,tmin,24
2016-04-01,Mtwara,tmin,23.4
2016-05-01,Mtwara,tmin,20.6
2016-06-01,Mtwara,tmin,19.9
2016-07-01,Mtwara,tmin,18.5
2016-08-01,Mtwara,tmin,18.3
2016-09-01,Mtwara,tmin,17.5
2016-10-01,Mtwara,tmin,19
2016-11-01,Mtwara,tmin,21.3
2016-12-01,Mtwara,tmin,23.4
2017-01-01,Mtwara,tmin,23.9
2017-02-01,Mtwara,tmin,23.2
2017-03-01,Mtwara,tmin,22.6
2017-04-01,Mtwara,tmin,22.7
2017-05-01,Mtwara,tmin,21.2
2017-06-01,Mtwara,tmin,20.7
2017-07-01,Mtwara,tmin,19
2017-08-01,Mtwara,tmin,19.2
2017-09-01,Mtwara,tmin,19.1
2017-10-01,Mtwara,tmin,20.2
2017-11-01,Mtwara,tmin,22.6
2017-12-01,Mtwara,tmin,23.7
2003-01-01,Mtwara,rainfall,141.3
2003-02-01,Mtwara,rainfall,111.7
2003-03-01,Mtwara,rainfall,92.2
2003-04-01,Mtwara,rainfall,51.8
2003-05-01,Mtwara,rainfall,32.4
2003-06-01,Mtwara,rainfall,0
2003-07-01,Mtwara,rainfall,0
2003-08-01,Mtwara,rainfall,2.4
2003-09-01,Mtwara,rainfall,1.5
2003-10-01,Mtwara,rainfall,2.3
2003-11-01,Mtwara,rainfall,6.5
2003-12-01,Mtwara,rainfall,73.2
2004-01-01,Mtwara,rainfall,142.1
2004-02-01,Mtwara,rainfall,221.5
2004-03-01,Mtwara,rainfall,141.5
2004-04-01,Mtwara,rainfall,152.4
2004-05-01,Mtwara,rainfall,25.4
2004-06-01,Mtwara,rainfall,24.3
2004-07-01,Mtwara,rainfall,1.2
2004-08-01,Mtwara,rainfall,36.4
2004-09-01,Mtwara,rainfall,8.3
2004-10-01,Mtwara,rainfall,106.1
2004-11-01,Mtwara,rainfall,191
2004-12-01,Mtwara,rainfall,435.1
2005-01-01,Mtwara,rainfall,187.1
2005-02-01,Mtwara,rainfall,50.8
2005-03-01,Mtwara,rainfall,224.5
2005-04-01,Mtwara,rainfall,107.8
2005-05-01,Mtwara,rainfall,116.3
2005-06-01,Mtwara,rainfall,2.6
2005-07-01,Mtwara,rainfall,0.1
2005-08-01,Mtwara,rainfall,0
2005-09-01,Mtwara,rainfall,15.1
2005-10-01,Mtwara,rainfall,8.8
2005-11-01,Mtwara,rainfall,1.4
2005-12-01,Mtwara,rainfall,39.6
2006-01-01,Mtwara,rainfall,109.2
2006-02-01,Mtwara,rainfall,168.5
2006-03-01,Mtwara,rainfall,251.4
2006-04-01,Mtwara,rainfall,256.9
2006-05-01,Mtwara,rainfall,63
2006-06-01,Mtwara,rainfall,12.9
2006-07-01,Mtwara,rainfall,47.4
2006-08-01,Mtwara,rainfall,55
2006-09-01,Mtwara,rainfall,7.1
2006-10-01,Mtwara,rainfall,51.5
2006-11-01,Mtwara,rainfall,62
2006-12-01,Mtwara,rainfall,310.8
2007-01-01,Mtwara,rainfall,50.8
2007-02-01,Mtwara,rainfall,232
2007-03-01,Mtwara,rainfall,122.8
2007-04-01,Mtwara,rainfall,193.3
2007-05-01,Mtwara,rainfall,29.8
2007-06-01,Mtwara,rainfall,3.3
2007-07-01,Mtwara,rainfall,12
2007-08-01,Mtwara,rainfall,17.1
2007-09-01,Mtwara,rainfall,20.5
2007-10-01,Mtwara,rainfall,41.2
2007-11-01,Mtwara,rainfall,13.5
2007-12-01,Mtwara,rainfall,17.7
2008-01-01,Mtwara,rainfall,200.4
2008-02-01,Mtwara,rainfall,234.7
2008-03-01,Mtwara,rainfall,200.2
2008-04-01,Mtwara,rainfall,156
2008-05-01,Mtwara,rainfall,35.8
2008-06-01,Mtwara,rainfall,21.5
2008-07-01,Mtwara,rainfall,2.9
2008-08-01,Mtwara,rainfall,0.4
2008-09-01,Mtwara,rainfall,10.3
2008-10-01,Mtwara,rainfall,149.5
2008-11-01,Mtwara,rainfall,45.6
2008-12-01,Mtwara,rainfall,72.2
2009-01-01,Mtwara,rainfall,14.8
2009-02-01,Mtwara,rainfall,332
2009-03-01,Mtwara,rainfall,173.3
2009-04-01,Mtwara,rainfall,65.5
2009-05-01,Mtwara,rainfall,56.4
2009-06-01,Mtwara,rainfall,0
2009-07-01,Mtwara,rainfall,0
2009-08-01,Mtwara,rainfall,7.9
2009-09-01,Mtwara,rainfall,0.6
2009-10-01,Mtwara,rainfall,40.2
2009-11-01,Mtwara,rainfall,33.3
2009-12-01,Mtwara,rainfall,75.6
2010-01-01,Mtwara,rainfall,168.2
2010-02-01,Mtwara,rainfall,310.1
2010-03-01,Mtwara,rainfall,203.3
2010-04-01,Mtwara,rainfall,339
2010-05-01,Mtwara,rainfall,95.6
2010-06-01,Mtwara,rainfall,12.3
2010-07-01,Mtwara,rainfall,1.8
2010-08-01,Mtwara,rainfall,2
2010-09-01,Mtwara,rainfall,0.9
2010-10-01,Mtwara,rainfall,4.5
2010-11-01,Mtwara,rainfall,6.9
2010-12-01,Mtwara,rainfall,86.2
2011-01-01,Mtwara,rainfall,35.2
2011-02-01,Mtwara,rainfall,371.6
2011-03-01,Mtwara,rainfall,187.8
2011-04-01,Mtwara,rainfall,194.6
2011-05-01,Mtwara,rainfall,98.4
2011-06-01,Mtwara,rainfall,34.6
2011-07-01,Mtwara,rainfall,2.7
2011-08-01,Mtwara,rainfall,0.8
2011-09-01,Mtwara,rainfall,38.6
2011-10-01,Mtwara,rainfall,13.8
2011-11-01,Mtwara,rainfall,91.9
2011-12-01,Mtwara,rainfall,153.5
2012-01-01,Mtwara,rainfall,179.7
2012-02-01,Mtwara,rainfall,78.9
2012-03-01,Mtwara,rainfall,165.8
2012-04-01,Mtwara,rainfall,70.1
2012-05-01,Mtwara,rainfall,54.2
2012-06-01,Mtwara,rainfall,6.3
2012-07-01,Mtwara,rainfall,14.3
2012-08-01,Mtwara,rainfall,6.6
2012-09-01,Mtwara,rainfall,1.2
2012-10-01,Mtwara,rainfall,15.1
2012-11-01,Mtwara,rainfall,10
2012-12-01,Mtwara,rainfall,44.1
2013-01-01,Mtwara,rainfall,505.5
2013-02-01,Mtwara,rainfall,60.6
2013-03-01,Mtwara,rainfall,327.1
2013-04-01,Mtwara,rainfall,45.5
2013-05-01,Mtwara,rainfall,15.9
2013-06-01,Mtwara,rainfall,0.6
2013-07-01,Mtwara,rainfall,1.7
2013-08-01,Mtwara,rainfall,0
2013-09-01,Mtwara,rainfall,36.2
2013-10-01,Mtwara,rainfall,4.4
2013-11-01,Mtwara,rainfall,22.6
2013-12-01,Mtwara,rainfall,137
2014-01-01,Mtwara,rainfall,65.9
2014-02-01,Mtwara,rainfall,304.6
2014-03-01,Mtwara,rainfall,239.7
2014-04-01,Mtwara,rainfall,194.7
2014-05-01,Mtwara,rainfall,3.2
2014-06-01,Mtwara,rainfall,13.2
2014-07-01,Mtwara,rainfall,0.4
2014-08-01,Mtwara,rainfall,3.3
2014-09-01,Mtwara,rainfall,4.9
2014-10-01,Mtwara,rainfall,0.5
2014-11-01,Mtwara,rainfall,80.5
2014-12-01,Mtwara,rainfall,113
2015-01-01,Mtwara,rainfall,321.8
2015-02-01,Mtwara,rainfall,96.4
2015-03-01,Mtwara,rainfall,303.3
2015-04-01,Mtwara,rainfall,63
2015-05-01,Mtwara,rainfall,86.3
2015-06-01,Mtwara,rainfall,0.8
2015-07-01,Mtwara,rainfall,4
2015-08-01,Mtwara,rainfall,1.1
2015-09-01,Mtwara,rainfall,0.2
2015-10-01,Mtwara,rainfall,20.1
2015-11-01,Mtwara,rainfall,35.7
2015-12-01,Mtwara,rainfall,139.3
2016-01-01,Mtwara,rainfall,494.1
2016-02-01,Mtwara,rainfall,230.8
2016-03-01,Mtwara,rainfall,274.3
2016-04-01,Mtwara,rainfall,282.4
2016-05-01,Mtwara,rainfall,5
2016-06-01,Mtwara,rainfall,3.5
2016-07-01,Mtwara,rainfall,0
2016-08-01,Mtwara,rainfall,0.2
2016-09-01,Mtwara,rainfall,7
2016-10-01,Mtwara,rainfall,21.3
2016-11-01,Mtwara,rainfall,14.3
2016-12-01,Mtwara,rainfall,121.9
2017-01-01,Mtwara,rainfall,185.3
2017-02-01,Mtwara,rainfall,241.3
2017-03-01,Mtwara,rainfall,224.1
2017-04-01,Mtwara,rainfall,193.4
2017-05-01,Mtwara,rainfall,42.8
2017-06-01,Mtwara,rainfall,39.9
2017-07-01,Mtwara,rainfall,9.7
2017-08-01,Mtwara,rainfall,3.8
2017-09-01,Mtwara,rainfall,12.3
2017-10-01,Mtwara,rainfall,23.1
2017-11-01,Mtwara,rainfall,16.3
2017-12-01,Mtwara,rainfall,377.4
2003-01-01,Pemba Channel,tmax,31.4
2003-02-01,Pemba Channel,tmax,32.9
2003-03-01,Pemba Channel,tmax,33.5
2003-04-01,Pemba Channel,tmax,33.5
2003-05-01,Pemba Channel,tmax,30.3
2003-06-01,Pemba Channel,tmax,29.6
2003-07-01,Pemba Channel,tmax,28.7
2003-08-01,Pemba Channel,tmax,28.7
2003-09-01,Pemba Channel,tmax,30
2003-10-01,Pemba Channel,tmax,30.6
2003-11-01,Pemba Channel,tmax,31.6
2003-12-01,Pemba Channel,tmax,32.7
2004-01-01,Pemba Channel,tmax,32.8
2004-02-01,Pemba Channel,tmax,31.4
2004-03-01,Pemba Channel,tmax,32.6
2004-04-01,Pemba Channel,tmax,31
2004-05-01,Pemba Channel,tmax,31.1
2004-06-01,Pemba Channel,tmax,29.3
2004-07-01,Pemba Channel,tmax,28.9
2004-08-01,Pemba Channel,tmax,29.3
2004-09-01,Pemba Channel,tmax,30.4
2004-10-01,Pemba Channel,tmax,30.9
2004-11-01,Pemba Channel,tmax,30.9
2004-12-01,Pemba Channel,tmax,31.7
2005-01-01,Pemba Channel,tmax,32.1
2005-02-01,Pemba Channel,tmax,32.6
2005-03-01,Pemba Channel,tmax,33.8
2005-04-01,Pemba Channel,tmax,32.2
2005-05-01,Pemba Channel,tmax,30.6
2005-06-01,Pemba Channel,tmax,30
2005-07-01,Pemba Channel,tmax,28.8
2005-08-01,Pemba Channel,tmax,28.1
2005-09-01,Pemba Channel,tmax,29.7
2005-10-01,Pemba Channel,tmax,30.7
2005-11-01,Pemba Channel,tmax,30.9
2005-12-01,Pemba Channel,tmax,32.5
2006-01-01,Pemba Channel,tmax,32.9
2006-02-01,Pemba Channel,tmax,33.5
2006-03-01,Pemba Channel,tmax,32.3
2006-04-01,Pemba Channel,tmax,31.3
2006-05-01,Pemba Channel,tmax,29.9
2006-06-01,Pemba Channel,tmax,28.6
2006-07-01,Pemba Channel,tmax,28.8
2006-08-01,Pemba Channel,tmax,29
2006-09-01,Pemba Channel,tmax,29.2
2006-10-01,Pemba Channel,tmax,30.2
2006-11-01,Pemba Channel,tmax,31
2006-12-01,Pemba Channel,tmax,31.4
2007-01-01,Pemba Channel,tmax,31.8
2007-02-01,Pemba Channel,tmax,33
2007-03-01,Pemba Channel,tmax,33.9
2007-04-01,Pemba Channel,tmax,32.4
2007-05-01,Pemba Channel,tmax,30.3
2007-06-01,Pemba Channel,tmax,29.9
2007-07-01,Pemba Channel,tmax,29.4
2007-08-01,Pemba Channel,tmax,29.3
2007-09-01,Pemba Channel,tmax,30.1
2007-10-01,Pemba Channel,tmax,30.6
2007-11-01,Pemba Channel,tmax,31.5
2007-12-01,Pemba Channel,tmax,32.3
2008-01-01,Pemba Channel,tmax,32.5
2008-02-01,Pemba Channel,tmax,31.8
2008-03-01,Pemba Channel,tmax,33.4
2008-04-01,Pemba Channel,tmax,30.6
2008-05-01,Pemba Channel,tmax,30.1
2008-06-01,Pemba Channel,tmax,28.8
2008-07-01,Pemba Channel,tmax,28.6
2008-08-01,Pemba Channel,tmax,29.3
2008-09-01,Pemba Channel,tmax,30.4
2008-10-01,Pemba Channel,tmax,32
2008-11-01,Pemba Channel,tmax,31.7
2008-12-01,Pemba Channel,tmax,32.6
2009-01-01,Pemba Channel,tmax,29.3
2009-02-01,Pemba Channel,tmax,33.2
2009-03-01,Pemba Channel,tmax,33.8
2009-04-01,Pemba Channel,tmax,29.5
2009-05-01,Pemba Channel,tmax,30.8
2009-06-01,Pemba Channel,tmax,NA
2009-07-01,Pemba Channel,tmax,28.9
2009-08-01,Pemba Channel,tmax,29.1
2009-09-01,Pemba Channel,tmax,30.6
2009-10-01,Pemba Channel,tmax,30.8
2009-11-01,Pemba Channel,tmax,31.9
2009-12-01,Pemba Channel,tmax,32.4
2010-01-01,Pemba Channel,tmax,31.5
2010-02-01,Pemba Channel,tmax,33
2010-03-01,Pemba Channel,tmax,33.4
2010-04-01,Pemba Channel,tmax,31.8
2010-05-01,Pemba Channel,tmax,30.7
2010-06-01,Pemba Channel,tmax,30.1
2010-07-01,Pemba Channel,tmax,30
2010-08-01,Pemba Channel,tmax,29.4
2010-09-01,Pemba Channel,tmax,29.5
2010-10-01,Pemba Channel,tmax,31.7
2010-11-01,Pemba Channel,tmax,32.4
2010-12-01,Pemba Channel,tmax,33.5
2011-01-01,Pemba Channel,tmax,33.5
2011-02-01,Pemba Channel,tmax,33.7
2011-03-01,Pemba Channel,tmax,33.8
2011-04-01,Pemba Channel,tmax,31.8
2011-05-01,Pemba Channel,tmax,30.4
2011-06-01,Pemba Channel,tmax,30.4
2011-07-01,Pemba Channel,tmax,30.1
2011-08-01,Pemba Channel,tmax,30
2011-09-01,Pemba Channel,tmax,30.5
2011-10-01,Pemba Channel,tmax,30.2
2011-11-01,Pemba Channel,tmax,31.5
2011-12-01,Pemba Channel,tmax,32.4
2012-01-01,Pemba Channel,tmax,31.7
2012-02-01,Pemba Channel,tmax,32.5
2012-03-01,Pemba Channel,tmax,33.2
2012-04-01,Pemba Channel,tmax,31.9
2012-05-01,Pemba Channel,tmax,30.5
2012-06-01,Pemba Channel,tmax,30.1
2012-07-01,Pemba Channel,tmax,29.4
2012-08-01,Pemba Channel,tmax,29.3
2012-09-01,Pemba Channel,tmax,29.2
2012-10-01,Pemba Channel,tmax,30.9
2012-11-01,Pemba Channel,tmax,31.8
2012-12-01,Pemba Channel,tmax,33
2013-01-01,Pemba Channel,tmax,33.2
2013-02-01,Pemba Channel,tmax,33
2013-03-01,Pemba Channel,tmax,32.8
2013-04-01,Pemba Channel,tmax,31.2
2013-05-01,Pemba Channel,tmax,30.3
2013-06-01,Pemba Channel,tmax,29.3
2013-07-01,Pemba Channel,tmax,29.4
2013-08-01,Pemba Channel,tmax,28.2
2013-09-01,Pemba Channel,tmax,29.8
2013-10-01,Pemba Channel,tmax,30
2013-11-01,Pemba Channel,tmax,31.3
2013-12-01,Pemba Channel,tmax,32.2
2014-01-01,Pemba Channel,tmax,32.4
2014-02-01,Pemba Channel,tmax,31.3
2014-03-01,Pemba Channel,tmax,32.2
2014-04-01,Pemba Channel,tmax,31.5
2014-05-01,Pemba Channel,tmax,29.9
2014-06-01,Pemba Channel,tmax,29.8
2014-07-01,Pemba Channel,tmax,29.2
2014-08-01,Pemba Channel,tmax,29.1
2014-09-01,Pemba Channel,tmax,29.5
2014-10-01,Pemba Channel,tmax,30.8
2014-11-01,Pemba Channel,tmax,31.8
2014-12-01,Pemba Channel,tmax,32.3
2015-01-01,Pemba Channel,tmax,31.6
2015-02-01,Pemba Channel,tmax,32.9
2015-03-01,Pemba Channel,tmax,32.3
2015-04-01,Pemba Channel,tmax,31.6
2015-05-01,Pemba Channel,tmax,29.9
2015-06-01,Pemba Channel,tmax,30.2
2015-07-01,Pemba Channel,tmax,29.1
2015-08-01,Pemba Channel,tmax,28.8
2015-09-01,Pemba Channel,tmax,29.5
2015-10-01,Pemba Channel,tmax,31
2015-11-01,Pemba Channel,tmax,31.8
2015-12-01,Pemba Channel,tmax,32.9
2016-01-01,Pemba Channel,tmax,32.7
2016-02-01,Pemba Channel,tmax,32.3
2016-03-01,Pemba Channel,tmax,34.7
2016-04-01,Pemba Channel,tmax,31.3
2016-05-01,Pemba Channel,tmax,31.2
2016-06-01,Pemba Channel,tmax,30.3
2016-07-01,Pemba Channel,tmax,NA
2016-08-01,Pemba Channel,tmax,29.3
2016-09-01,Pemba Channel,tmax,28.9
2016-10-01,Pemba Channel,tmax,30.8
2016-11-01,Pemba Channel,tmax,NA
2016-12-01,Pemba Channel,tmax,32.7
2017-01-01,Pemba Channel,tmax,32.7
2017-02-01,Pemba Channel,tmax,33.3
2017-03-01,Pemba Channel,tmax,33.7
2017-04-01,Pemba Channel,tmax,31.4
2017-05-01,Pemba Channel,tmax,29.5
2017-06-01,Pemba Channel,tmax,30.2
2017-07-01,Pemba Channel,tmax,29.8
2017-08-01,Pemba Channel,tmax,29.1
2017-09-01,Pemba Channel,tmax,29.8
2017-10-01,Pemba Channel,tmax,31.1
2017-11-01,Pemba Channel,tmax,31.7
2017-12-01,Pemba Channel,tmax,31.8
2003-01-01,Pemba Channel,tmin,23.3
2003-02-01,Pemba Channel,tmin,24.2
2003-03-01,Pemba Channel,tmin,24.8
2003-04-01,Pemba Channel,tmin,24.7
2003-05-01,Pemba Channel,tmin,23.5
2003-06-01,Pemba Channel,tmin,22.2
2003-07-01,Pemba Channel,tmin,20.8
2003-08-01,Pemba Channel,tmin,20.2
2003-09-01,Pemba Channel,tmin,21.6
2003-10-01,Pemba Channel,tmin,22.4
2003-11-01,Pemba Channel,tmin,23.5
2003-12-01,Pemba Channel,tmin,24.6
2004-01-01,Pemba Channel,tmin,24.9
2004-02-01,Pemba Channel,tmin,24.2
2004-03-01,Pemba Channel,tmin,24.7
2004-04-01,Pemba Channel,tmin,23.9
2004-05-01,Pemba Channel,tmin,23
2004-06-01,Pemba Channel,tmin,21.4
2004-07-01,Pemba Channel,tmin,20.6
2004-08-01,Pemba Channel,tmin,20.2
2004-09-01,Pemba Channel,tmin,21.5
2004-10-01,Pemba Channel,tmin,22.9
2004-11-01,Pemba Channel,tmin,23.7
2004-12-01,Pemba Channel,tmin,24.2
2005-01-01,Pemba Channel,tmin,24
2005-02-01,Pemba Channel,tmin,24.7
2005-03-01,Pemba Channel,tmin,25
2005-04-01,Pemba Channel,tmin,24.7
2005-05-01,Pemba Channel,tmin,23.2
2005-06-01,Pemba Channel,tmin,22.4
2005-07-01,Pemba Channel,tmin,21.1
2005-08-01,Pemba Channel,tmin,20.9
2005-09-01,Pemba Channel,tmin,21.3
2005-10-01,Pemba Channel,tmin,22.1
2005-11-01,Pemba Channel,tmin,23.5
2005-12-01,Pemba Channel,tmin,24.7
2006-01-01,Pemba Channel,tmin,25.2
2006-02-01,Pemba Channel,tmin,25.5
2006-03-01,Pemba Channel,tmin,25
2006-04-01,Pemba Channel,tmin,24.5
2006-05-01,Pemba Channel,tmin,23.1
2006-06-01,Pemba Channel,tmin,21.6
2006-07-01,Pemba Channel,tmin,21.1
2006-08-01,Pemba Channel,tmin,21.2
2006-09-01,Pemba Channel,tmin,21.7
2006-10-01,Pemba Channel,tmin,22.8
2006-11-01,Pemba Channel,tmin,23.8
2006-12-01,Pemba Channel,tmin,24.3
2007-01-01,Pemba Channel,tmin,24.4
2007-02-01,Pemba Channel,tmin,24.6
2007-03-01,Pemba Channel,tmin,25
2007-04-01,Pemba Channel,tmin,24.4
2007-05-01,Pemba Channel,tmin,23.4
2007-06-01,Pemba Channel,tmin,21.8
2007-07-01,Pemba Channel,tmin,21.2
2007-08-01,Pemba Channel,tmin,21.4
2007-09-01,Pemba Channel,tmin,21.8
2007-10-01,Pemba Channel,tmin,22.6
2007-11-01,Pemba Channel,tmin,23.4
2007-12-01,Pemba Channel,tmin,24.2
2008-01-01,Pemba Channel,tmin,24.5
2008-02-01,Pemba Channel,tmin,23.5
2008-03-01,Pemba Channel,tmin,24.5
2008-04-01,Pemba Channel,tmin,23.6
2008-05-01,Pemba Channel,tmin,22.9
2008-06-01,Pemba Channel,tmin,21.4
2008-07-01,Pemba Channel,tmin,21
2008-08-01,Pemba Channel,tmin,21.4
2008-09-01,Pemba Channel,tmin,21.3
2008-10-01,Pemba Channel,tmin,22.9
2008-11-01,Pemba Channel,tmin,24.4
2008-12-01,Pemba Channel,tmin,24.9
2009-01-01,Pemba Channel,tmin,24.9
2009-02-01,Pemba Channel,tmin,25.1
2009-03-01,Pemba Channel,tmin,25.3
2009-04-01,Pemba Channel,tmin,22.9
2009-05-01,Pemba Channel,tmin,23.7
2009-06-01,Pemba Channel,tmin,NA
2009-07-01,Pemba Channel,tmin,21.2
2009-08-01,Pemba Channel,tmin,21.3
2009-09-01,Pemba Channel,tmin,21.6
2009-10-01,Pemba Channel,tmin,23.3
2009-11-01,Pemba Channel,tmin,24
2009-12-01,Pemba Channel,tmin,24.7
2010-01-01,Pemba Channel,tmin,24.5
2010-02-01,Pemba Channel,tmin,25
2010-03-01,Pemba Channel,tmin,25.5
2010-04-01,Pemba Channel,tmin,24.6
2010-05-01,Pemba Channel,tmin,23.7
2010-06-01,Pemba Channel,tmin,22.6
2010-07-01,Pemba Channel,tmin,21.3
2010-08-01,Pemba Channel,tmin,21.2
2010-09-01,Pemba Channel,tmin,21.5
2010-10-01,Pemba Channel,tmin,22.4
2010-11-01,Pemba Channel,tmin,24
2010-12-01,Pemba Channel,tmin,24.5
2011-01-01,Pemba Channel,tmin,24.9
2011-02-01,Pemba Channel,tmin,24.9
2011-03-01,Pemba Channel,tmin,25
2011-04-01,Pemba Channel,tmin,24.4
2011-05-01,Pemba Channel,tmin,23.4
2011-06-01,Pemba Channel,tmin,22.4
2011-07-01,Pemba Channel,tmin,21.4
2011-08-01,Pemba Channel,tmin,21.4
2011-09-01,Pemba Channel,tmin,22
2011-10-01,Pemba Channel,tmin,22.8
2011-11-01,Pemba Channel,tmin,23.7
2011-12-01,Pemba Channel,tmin,24.2
2012-01-01,Pemba Channel,tmin,24.2
2012-02-01,Pemba Channel,tmin,24.3
2012-03-01,Pemba Channel,tmin,24.4
2012-04-01,Pemba Channel,tmin,24.4
2012-05-01,Pemba Channel,tmin,23.2
2012-06-01,Pemba Channel,tmin,22
2012-07-01,Pemba Channel,tmin,21.2
2012-08-01,Pemba Channel,tmin,21.3
2012-09-01,Pemba Channel,tmin,21.7
2012-10-01,Pemba Channel,tmin,22.7
2012-11-01,Pemba Channel,tmin,24.2
2012-12-01,Pemba Channel,tmin,24.6
2013-01-01,Pemba Channel,tmin,25.2
2013-02-01,Pemba Channel,tmin,25.1
2013-03-01,Pemba Channel,tmin,25.1
2013-04-01,Pemba Channel,tmin,24.6
2013-05-01,Pemba Channel,tmin,23.3
2013-06-01,Pemba Channel,tmin,22.1
2013-07-01,Pemba Channel,tmin,21.2
2013-08-01,Pemba Channel,tmin,21
2013-09-01,Pemba Channel,tmin,21.7
2013-10-01,Pemba Channel,tmin,22.6
2013-11-01,Pemba Channel,tmin,23.4
2013-12-01,Pemba Channel,tmin,24.5
2014-01-01,Pemba Channel,tmin,25.2
2014-02-01,Pemba Channel,tmin,24.3
2014-03-01,Pemba Channel,tmin,24.5
2014-04-01,Pemba Channel,tmin,24.2
2014-05-01,Pemba Channel,tmin,23.2
2014-06-01,Pemba Channel,tmin,22.9
2014-07-01,Pemba Channel,tmin,21.7
2014-08-01,Pemba Channel,tmin,21.6
2014-09-01,Pemba Channel,tmin,21.9
2014-10-01,Pemba Channel,tmin,22.7
2014-11-01,Pemba Channel,tmin,23.5
2014-12-01,Pemba Channel,tmin,24.4
2015-01-01,Pemba Channel,tmin,24.6
2015-02-01,Pemba Channel,tmin,24.8
2015-03-01,Pemba Channel,tmin,25.1
2015-04-01,Pemba Channel,tmin,24.9
2015-05-01,Pemba Channel,tmin,24.1
2015-06-01,Pemba Channel,tmin,22.6
2015-07-01,Pemba Channel,tmin,22.1
2015-08-01,Pemba Channel,tmin,21.7
2015-09-01,Pemba Channel,tmin,21.7
2015-10-01,Pemba Channel,tmin,23.7
2015-11-01,Pemba Channel,tmin,24.4
2015-12-01,Pemba Channel,tmin,24.9
2016-01-01,Pemba Channel,tmin,25.3
2016-02-01,Pemba Channel,tmin,24.9
2016-03-01,Pemba Channel,tmin,25.7
2016-04-01,Pemba Channel,tmin,24.9
2016-05-01,Pemba Channel,tmin,23.3
2016-06-01,Pemba Channel,tmin,22.4
2016-07-01,Pemba Channel,tmin,22
2016-08-01,Pemba Channel,tmin,21.5
2016-09-01,Pemba Channel,tmin,21.3
2016-10-01,Pemba Channel,tmin,22.1
2016-11-01,Pemba Channel,tmin,NA
2016-12-01,Pemba Channel,tmin,24.8
2017-01-01,Pemba Channel,tmin,25.2
2017-02-01,Pemba Channel,tmin,25.4
2017-03-01,Pemba Channel,tmin,25.3
2017-04-01,Pemba Channel,tmin,24.8
2017-05-01,Pemba Channel,tmin,23.4
2017-06-01,Pemba Channel,tmin,23
2017-07-01,Pemba Channel,tmin,21.6
2017-08-01,Pemba Channel,tmin,21.5
2017-09-01,Pemba Channel,tmin,21.4
2017-10-01,Pemba Channel,tmin,22.6
2017-11-01,Pemba Channel,tmin,23.8
2017-12-01,Pemba Channel,tmin,24.2
2003-01-01,Pemba Channel,rainfall,0.6
2003-02-01,Pemba Channel,rainfall,0
2003-03-01,Pemba Channel,rainfall,6.1
2003-04-01,Pemba Channel,rainfall,43.2
2003-05-01,Pemba Channel,rainfall,285.8
2003-06-01,Pemba Channel,rainfall,36.9
2003-07-01,Pemba Channel,rainfall,27
2003-08-01,Pemba Channel,rainfall,53.3
2003-09-01,Pemba Channel,rainfall,39.3
2003-10-01,Pemba Channel,rainfall,104.4
2003-11-01,Pemba Channel,rainfall,86
2003-12-01,Pemba Channel,rainfall,9.5
2004-01-01,Pemba Channel,rainfall,148
